name,ground_truth,transcript,wer,mer,wil,insertions,deletions,substitutions,hits
1249120_44259428_32632229.wav,I feel pain in my heart when I wake up,I feel pain in my hand when I wake up.,0.1,0.1,0.18999999999999995,0,0,1,9
1249120_44259428_34986999.wav,I get clusters of pimples on my face that never go away.,I get close to the twinkle on my face. That's another one way.,0.6666666666666666,0.6153846153846154,0.8397435897435898,1,0,7,5
1249120_44259428_34993210.wav,I feel very weak in my body,I feel very weak in my body.,0.0,0.0,0.0,0,0,0,7
1249120_44259428_36852781.wav,I got a divorce last year and I just can't stop dwelling on how to get revenge on my ex husband.,I got a divorce last year and I just can't stop dwelling on how to get revenge on my ex-husband.,0.09523809523809523,0.09523809523809523,0.14047619047619053,0,1,1,19
1249120_44259428_38940948.wav,I feel cold although we are in summer.,I think all also we are in summer.,0.375,0.375,0.609375,0,0,3,5
1249120_44259428_39681967.wav,Chronic disease of hair follicles and sebaceous glands,Groning uses of hair for weeklies and semiconduct land.,0.75,0.6666666666666666,0.875,1,0,5,3
1249120_44259428_45195927.wav,I have throbing in my shoulder,I have goblin in my shoulder.,0.16666666666666666,0.16666666666666666,0.30555555555555547,0,0,1,5
1249120_44259428_45992221.wav,i feel pain in my stomach,I feel pain in my stomach.,0.0,0.0,0.0,0,0,0,6
1249120_44259428_46472982.wav,My face break out badly every month around my cycle.,My face is cut back every mile around my cycle.,0.4,0.4,0.64,0,0,4,6
1249120_44259428_46527054.wav,I have a split on my thumb that will not heal.,I have a click on my zoom that will knock you.,0.36363636363636365,0.36363636363636365,0.5950413223140496,0,0,4,7
1249120_44259428_49203869.wav,I feel depressed when I see my hair falling out,I feel depressed when I see my hair falling out.,0.0,0.0,0.0,0,0,0,10
1249120_44259428_50914735.wav,I feel lightheaded when I stand up,I feel like going a channel.,0.7142857142857143,0.7142857142857143,0.9047619047619048,0,1,4,2
1249120_44259428_50949983.wav,I have an internal pain I cannot describe,I have an internal pain I cannot describe.,0.0,0.0,0.0,0,0,0,8
1249120_44259428_51361064.wav,"It is hard to breath when I am in the underground metro station, why?",It is hard to leave when I am in the underground metro station. Why?,0.07142857142857142,0.07142857142857142,0.1377551020408163,0,0,1,13
1249120_44259428_52926868.wav,heavy breath with fatigue,Have you read new fatigue?,1.0,0.8,0.95,1,0,3,1
1249120_44259428_52976378.wav,My back hurts so much I can't bend down to tie my shoelaces.,My back hurts almost. I can't bend down to team my few legs.,0.38461538461538464,0.35714285714285715,0.5207100591715976,1,1,3,9
1249120_44259428_53172278.wav,"I have a blurry vision since I woke up this morning, what could be the reason?",I have a bloody vision since I woke up this morning. What could be the reason?,0.0625,0.0625,0.12109375,0,0,1,15
1249120_44259428_53848525.wav,I can't move my head up and down.,I can move my head up and down.,0.125,0.125,0.234375,0,0,1,7
1249120_44259428_54047497.wav,I'm having a hard time reading because the letters are all fuzzy,I'm having a hard time reading because the metals are all positive.,0.16666666666666666,0.16666666666666666,0.30555555555555547,0,0,2,10
1249120_44259428_54344716.wav,I feel a huge emotional pain after I broke up with my girlfriend.,I feel a huge emotional pain after I roll with my carefully.,0.23076923076923078,0.23076923076923078,0.3589743589743589,0,1,2,10
1249120_44259428_54532216.wav,"i feel hurt, lot of pain in my heart",I think her time in your hair.,0.7777777777777778,0.7777777777777778,0.9365079365079365,0,2,5,2
1249120_44259428_55288440.wav,My chest break out with red pimples and whiteheads.,My chest is very common with red pimples and white hair.,0.5555555555555556,0.45454545454545453,0.6363636363636365,2,0,3,6
1249120_44259428_56194683.wav,I have a dry throat,I have a branch of,0.4,0.4,0.64,0,0,2,3
1249120_44259428_56567581.wav,I was kicked in the head playing soccer last night.,I got kicked in the head fly shouted last night.,0.3,0.3,0.51,0,0,3,7
1249120_44259428_57761508.wav,I can't sleep I have a hard cough,I can't believe I have a hard cough.,0.125,0.125,0.234375,0,0,1,7
1249120_44259428_58709056.wav,When I do hard exercises I feel great pain in my muscles.,"When I do hard exercise, I feel great pain in my muscles.",0.08333333333333333,0.08333333333333333,0.15972222222222232,0,0,1,11
1249120_44259428_58867514.wav,I tried alot of cream but i still feel the same skin problem,I talked about the thing. But it still fools the same as getting broken.,0.6923076923076923,0.6428571428571429,0.8626373626373627,1,0,8,5
1249120_44259428_59884279.wav,"I have a blurry vision during my swimming training in the pool, why?",I have a prohibition during my swimming training in the pool. Why?,0.15384615384615385,0.15384615384615385,0.22435897435897445,0,1,1,11
1249120_44259428_61618701.wav,My head gets dizzy when I try to get up.,My head gets massive when I try to get up.,0.1,0.1,0.18999999999999995,0,0,1,9
1249120_44259428_65420088.wav,I feel pain when i think of her,I feel pain when I think of her.,0.0,0.0,0.0,0,0,0,8
1249120_44259428_67815432.wav,I've had this cough for two weeks.,I had this cough for two weeks.,0.14285714285714285,0.14285714285714285,0.26530612244897966,0,0,1,6
1249120_44259428_71308387.wav,"Annoyance starts suddenly, often after an injury or exercise.","Another person of an accident, an injury or a suicide.",0.7777777777777778,0.7,0.9,1,0,6,3
1249120_44259428_72249048.wav,I break out on my face very frequently,I break out on my face ready for crying.,0.375,0.3333333333333333,0.5,1,0,2,6
1249120_44259428_72865674.wav,My arm hurts when I stretch,My arm falls when I press.,0.3333333333333333,0.3333333333333333,0.5555555555555556,0,0,2,4
1249120_44259428_75102963.wav,I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up.,I cooked my hand a couple of days ago and although I didn't think I needed it has been closed up.,0.18181818181818182,0.18181818181818182,0.2987012987012987,0,1,3,18
1249120_44259428_75809403.wav,I have blurred vision.,I have red vision.,0.25,0.25,0.4375,0,0,1,3
1249120_44259428_76204403.wav,I feel increased heart rate with prick,I feel increased how I would pray.,0.5714285714285714,0.5714285714285714,0.8163265306122449,0,0,4,3
1249120_44259428_77483299.wav,"I have a foot ache in winter, or when it feels cold, why?","I have a public in winter, or when it should come, why?",0.3076923076923077,0.3076923076923077,0.48076923076923084,0,1,3,9
1249120_44259428_82428785.wav,glass broken and wound my leg badly the wound is so wide,Plus local and roll my leg magically. The world is so wide.,0.4166666666666667,0.4166666666666667,0.6597222222222221,0,0,5,7
1249120_44259428_83019694.wav,I feel pain in the lower back,I feel pain in the lower lap.,0.14285714285714285,0.14285714285714285,0.26530612244897966,0,0,1,6
1249120_44259428_84387587.wav,my neck hurts me and i can't look down or up,My neck hurt me and I can look down or up.,0.18181818181818182,0.18181818181818182,0.3305785123966941,0,0,2,9
1249120_44259428_84461460.wav,Whenever I stand up I feel dizzy.,Whenever I turn up I feel this,0.2857142857142857,0.2857142857142857,0.4897959183673469,0,0,2,5
1249120_44259428_86445054.wav,My son had his lip pierced and it is swollen and the skin inside on his lip is grey and looks infected.,"My son Hak is look perfect, and it is solid and the skin side of his cake is grey, and looks deflected.",0.4090909090909091,0.4090909090909091,0.6508264462809916,0,0,9,13
1249120_44259428_87762932.wav,I have acne all over my face,I have eggniks all over my face.,0.14285714285714285,0.14285714285714285,0.26530612244897966,0,0,1,6
1249120_44259428_88280001.wav,My kneecap feels like it is grating bone on bone when I walk.,"My knee card feels like it is going bong, bum, bum when I call.",0.5384615384615384,0.5,0.7307692307692308,1,0,6,7
1249120_44259428_89970708.wav,I have a sharp pain in my neck,I have a tapper in my neck.,0.25,0.25,0.3571428571428572,0,1,1,6
1249120_44259428_90522474.wav,Chronic bone disease at the level of the doubles of the lower Estremidades,Chronic pound disease at the level of the duval of the lower temini.,0.23076923076923078,0.23076923076923078,0.40828402366863903,0,0,3,10
1249120_44259428_91754229.wav,Oh my heart hurts me I tried to be calm and I can't,"Oh, my head hurt me. I tend to recount and again.",0.5384615384615384,0.5384615384615384,0.7482517482517483,0,2,5,6
1249120_44259428_92199033.wav,I feel dizzy after doing a muscular effort.,I feel different after doing a Muslim report.,0.375,0.375,0.609375,0,0,3,5
1249120_44259428_95841310.wav,I could not exercise because of my knee pain,I could not exercise because of minor pain.,0.2222222222222222,0.2222222222222222,0.3194444444444444,0,1,1,7
1249120_44259428_96688403.wav,I have difficulty in breathing in crowded places.,I have difficulty in breathing in crumbly places.,0.125,0.125,0.234375,0,0,1,7
1249120_44259428_97884452.wav,"i am feeling so dizzy, body is so fragile.","I am pretty sure this isn't, but it's not forgiven.",0.8888888888888888,0.8,0.9555555555555556,1,0,7,2
1249120_44263136_100870435.wav,The joints in my fingers are painful in the morning.,The joints in my fingers are painful in the morning.,0.0,0.0,0.0,0,0,0,10
1249120_44263136_101522822.wav,I have a pain in my muscle,I have a pain in my muscle.,0.0,0.0,0.0,0,0,0,7
1249120_44263136_101812019.wav,I feel hurts in my heart,I feel hurts in my heart,0.0,0.0,0.0,0,0,0,6
1249120_44263136_103802215.wav,"my child has cough all night, she can't sleep","My child has coughed all night, she can sleep.",0.2222222222222222,0.2222222222222222,0.3950617283950617,0,0,2,7
1249120_44263136_106227417.wav,heart aches so much,Heartaches so much.,0.5,0.5,0.6666666666666667,0,1,1,2
1249120_44263136_106766278.wav,I feel like l fell in hot water,I feel like I fell in the hot water.,0.25,0.2222222222222222,0.3194444444444444,1,0,1,7
1249120_44263136_106922287.wav,I have a back pain since I turned 70 years old.,I have a back pain since I turned seventy years old.,0.09090909090909091,0.09090909090909091,0.17355371900826455,0,0,1,10
1249120_44263136_107482610.wav,I feel like something is squeezing my lungs.,I feel like something is squeezing my lungs.,0.0,0.0,0.0,0,0,0,8
1249120_44263136_107507771.wav,My son had a root canal and the dentist accidentally cut the inside of his cheek and now it will not heal.,"My son had a root kennel and the dentist accidentally cut the inside of his cheek, and now it will not heal.",0.045454545454545456,0.045454545454545456,0.08884297520661144,0,0,1,21
1249120_44263136_107636900.wav,"I may have overdone it with the weightlifting, because I am afraid I may have torn a muscle on my back.",I may have overdone it with the weightlifting because I am afraid I may have torn a muscle on my back.,0.0,0.0,0.0,0,0,0,21
1249120_44263136_108585886.wav,I've always been very active but now I just don't have the strength or energy to go for even a short walk.,"I've always been very active, but now I just don't have the strength or energy to go for even a short walk.",0.0,0.0,0.0,0,0,0,22
1249120_44263136_10880734.wav,I had internal pain and gases when I ate indian spicy food yesterday,I had internal pain and gases when I ate Indian spicy food yesterday.,0.0,0.0,0.0,0,0,0,13
1249120_44263136_11828866.wav,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,0.0,0.0,0.0,0,0,0,21
1249120_44263136_12662866.wav,I feel pain in the knee,I feel pain in the knee.,0.0,0.0,0.0,0,0,0,6
1249120_44263136_13172477.wav,Sometimes my body feels week without reason,Sometimes my body feels weak without reason.,0.14285714285714285,0.14285714285714285,0.26530612244897966,0,0,1,6
1249120_44263136_13332887.wav,My knee catches and hurts when I first stand up after sitting.,My knee catches and hurts when I first stand up after sitting.,0.0,0.0,0.0,0,0,0,12
1249120_44263136_13651055.wav,My ankle joint throbs when I put pressure on my foot.,My ankle joint throbs when I put pressure on my foot.,0.0,0.0,0.0,0,0,0,11
1249120_44263136_15762375.wav,I always feel like I have menstrual pains even if I don't have my period.,"I always feel like I have menstrual pains, even if I don't have my period.",0.0,0.0,0.0,0,0,0,15
1249120_44263136_18526428.wav,In highschool I had a lot of acne.,"In high school, I had a lot of acne.",0.25,0.2222222222222222,0.3194444444444444,1,0,1,7
1249120_44263136_20870238.wav,My body feels weak although I take my vitamins regularly.,"My body feels weak, although I take my vitamins regularly.",0.0,0.0,0.0,0,0,0,10
1249120_44263136_22818184.wav,I have a red rash that is itchy on my skin,I have a red rush that is itching on my skin.,0.18181818181818182,0.18181818181818182,0.3305785123966941,0,0,2,9
1249120_44263136_25998544.wav,i have pain like needles in my joints.,I have pain like needles in my joints.,0.0,0.0,0.0,0,0,0,8
1249120_44263136_26194304.wav,My foot had been aching since last Tuesday.,My foot has been aching since last Tuesday.,0.125,0.125,0.234375,0,0,1,7
1249120_44263136_27728779.wav,i have a hard pain in my stomach,I have a heart pain in my stomach,0.125,0.125,0.234375,0,0,1,7
1249120_44263136_28094510.wav,"I couldn't stop shaking or unclench my jaw, that's how cold I was.","I couldn't stop shaking or unclench my jaw, that's how cold I was.",0.0,0.0,0.0,0,0,0,13
1249120_44263136_30518887.wav,longitudinal burning line across back with hard respiratory movements,Longitudinal broaden line across back with respiratory movements.,0.2222222222222222,0.2222222222222222,0.3194444444444444,0,1,1,7
1249120_44263136_31123906.wav,I get big patches of irritated pimples on my back and they hurt.,I get big patches of irritated pimples on my back and they hurt,0.0,0.0,0.0,0,0,0,13
1249120_44263136_31607750.wav,I feel aching on my insides.,I feel aching on my insides.,0.0,0.0,0.0,0,0,0,6
1249120_44263136_34327747.wav,My hair always falls out and i have lost a lot of hair lately,My hair always falls out and I have lost a lot of hair lately,0.0,0.0,0.0,0,0,0,14
1249120_44263136_34906231.wav,i have severe dry cough,I have severe dry cough.,0.0,0.0,0.0,0,0,0,5
1249120_44263136_36286570.wav,My neck has been sore since the accident.,My neck has been sore since the accident.,0.0,0.0,0.0,0,0,0,8
1249120_44263136_36341086.wav,I feel cold when the night comes,I feel cold when night comes.,0.14285714285714285,0.14285714285714285,0.1428571428571429,0,1,0,6
1249120_44263136_41431969.wav,I have a headache almost every day,I have a headache almost every day.,0.0,0.0,0.0,0,0,0,7
1249120_44263136_42090113.wav,"There are times when I feel crushed under a huge weight and no air passing to my lungs, it actually scares the hell out of me when it happens.",There are times when I feel crushed under a huge weight and no air comes into my lungs. It actually scares the hell out of me when it happens.,0.06896551724137931,0.06896551724137931,0.13317479191438764,0,0,2,27
1249120_44263136_42546148.wav,I feel pain inside and I can not identify it,I feel pain inside and I cannot identify it.,0.2,0.2,0.28888888888888886,0,1,1,8
1249120_44263136_43213149.wav,having difficulty moving my knee,having difficulty moving my knee.,0.0,0.0,0.0,0,0,0,5
1249120_44263136_44160087.wav,I feel a sharp pain in the stomach after eating,I feel a sharp pain in the stomach after eating.,0.0,0.0,0.0,0,0,0,10
1249120_44263136_46878275.wav,I'm not hearing well I have problem with my ear,"I'm not hearing well, I have problem with my ear.",0.0,0.0,0.0,0,0,0,10
1249120_44263136_47696189.wav,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.,"The worst headache was during a hangover in my twenties, I sincerely thought I was going to die from brain formation.",0.047619047619047616,0.047619047619047616,0.09297052154195018,0,0,1,20
1249120_44263136_49038863.wav,i have a migrain and i took panadol but it doesnÕt help,I have a migraine and I chew metal but it does not help,0.4166666666666667,0.38461538461538464,0.5897435897435898,1,0,4,8
1249120_44263136_49448724.wav,Is there a cure for acne?,Is there a cure for acne?,0.0,0.0,0.0,0,0,0,6
1249120_44263136_50406387.wav,I feel pain in the knee when walking,I feel pain in the knee when walking.,0.0,0.0,0.0,0,0,0,8
1249120_44263136_51547342.wav,I feel emotionally crushed,I feel emotionally crushed.,0.0,0.0,0.0,0,0,0,4
1249120_44263136_51762834.wav,My back hurts a lot when I bend,My back hurts a lot when I bend.,0.0,0.0,0.0,0,0,0,8
1249120_44263136_52222173.wav,"Every time I make an effort, I felt dizzy.",Every time I make an effort I felt dizzy.,0.0,0.0,0.0,0,0,0,9
1249120_44263136_55671220.wav,i feel that is great pain in my left shoulder,I feel that is great pain in my left shoulder.,0.0,0.0,0.0,0,0,0,10
1249120_44263136_57609608.wav,My body aches on the inside between my hips and shoulders.,My body aches on the inside between my hips and shoulders.,0.0,0.0,0.0,0,0,0,11
1249120_44263136_58592964.wav,My chest hurts when I go to take a breath,My chest hurts when I got to take a breath.,0.1,0.1,0.18999999999999995,0,0,1,9
1249120_44263136_58938609.wav,"When I drink a lot, I get a headache",When I drink a lot I get a headache,0.0,0.0,0.0,0,0,0,9
1249120_44263136_59289865.wav,When I'm too high I start to feel dizzy,When I'm too high I start to feel dizzy.,0.0,0.0,0.0,0,0,0,9
1249120_44263136_63958069.wav,I feel a pain in my back,I feel pain in my back.,0.14285714285714285,0.14285714285714285,0.1428571428571429,0,1,0,6
1249120_44263136_64809479.wav,My foot is hurting so much.,My foot is hurting so much.,0.0,0.0,0.0,0,0,0,6
1249120_44263136_68968933.wav,I used alot of pain killer to get better but i still feel the same back pain,"I used a lot of painkiller to get better, but I still feel the same back pain.",0.23529411764705882,0.2222222222222222,0.32179930795847755,1,1,2,14
1249120_44263136_70702677.wav,I feel a great pain in my shoulder joint and it does not go away,I feel a great pain in my shoulder joint and it does not go away.,0.0,0.0,0.0,0,0,0,15
1249120_44263136_71092044.wav,My body feels like it's in a refrigerator.,My bike feels like it's in a refrigerator,0.125,0.125,0.234375,0,0,1,7
1249120_44263136_77095387.wav,Have severe cold and cough,Have severe cold and cough.,0.0,0.0,0.0,0,0,0,5
1249120_44263136_78073786.wav,My kee is swallowing which indicates i have an infected wound,"My knee is swallowing, which indicates that I have an infected wound.",0.18181818181818182,0.16666666666666666,0.24242424242424243,1,0,1,10
1249120_44263136_78833554.wav,i feel sad,I feel sad.,0.0,0.0,0.0,0,0,0,3
1249120_44263136_79226700.wav,I'm very worried that I'll go bald soon. Am I very sick?,I'm very worried I got bowls soon. Am I very sick?,0.3333333333333333,0.3333333333333333,0.5151515151515151,0,1,3,8
1249120_44263136_81225662.wav,I feel like I can hardly breathe unless I get what's in my lungs out,I feel I can hardly breathe unless I get what's in my lungs out.,0.06666666666666667,0.06666666666666667,0.06666666666666665,0,1,0,14
1249120_44263136_82613525.wav,I feel like I've always got something in my throat,I feel like I've always got something in my throat.,0.0,0.0,0.0,0,0,0,10
1249120_44263136_82626452.wav,i have a problem in my middle ear made by infection,"I have a problem in my middle ear, maybe an infection.",0.18181818181818182,0.18181818181818182,0.3305785123966941,0,0,2,9
1249120_44263136_83669979.wav,"I hardly have enough stength to get up,",I hardly have enough strength to get up.,0.125,0.125,0.234375,0,0,1,7
1249120_44263136_85067361.wav,My throught is so sore.,My throat is so sore,0.2,0.2,0.3599999999999999,0,0,1,4
1249120_44263136_86205654.wav,"My body feels weak although I eat a lot, why?","My body feels weak overall, I eat a lot, why?",0.1,0.1,0.18999999999999995,0,0,1,9
1249120_44263136_87409253.wav,Sterilizer for the eye,Sterilizer for the eye.,0.0,0.0,0.0,0,0,0,4
1249120_44263136_87455428.wav,my ankle is hurting me,My ankle is hurting me.,0.0,0.0,0.0,0,0,0,5
1249120_44263136_88227448.wav,I cut my foot at the pool and it breaks open every day when I walk on it.,"I cut my foot at the pool, and it breaks open every day when I walk in it.",0.05555555555555555,0.05555555555555555,0.10802469135802473,0,0,1,17
1249120_44263136_89141475.wav,"My heart hurts while I'm sad, why?",My heart hurts while I'm sad. What?,0.14285714285714285,0.14285714285714285,0.26530612244897966,0,0,1,6
1249120_44263136_89689013.wav,"i can't walk, my knee hurts me","I can walk, my knee hurts me.",0.14285714285714285,0.14285714285714285,0.26530612244897966,0,0,1,6
1249120_44263136_92015834.wav,when i wake up in the morning i feel dizzy,When I wake up in the morning I feel dizzy.,0.0,0.0,0.0,0,0,0,10
1249120_44263136_93647784.wav,Everything looks like beeing in a smoky area.,Everything looks like being in a smoky area.,0.125,0.125,0.234375,0,0,1,7
1249120_44263136_93996655.wav,I have found some issues in my skin and tried to use cream but it doesn't get better,"I have found some issues in my skin, and try to use free, but it doesn't get better.",0.1111111111111111,0.1111111111111111,0.2098765432098766,0,0,2,16
1249120_44263136_94477614.wav,My shoulder aches when I try to lift five pounds.,My shoulder aches when I try to lift five pounds.,0.0,0.0,0.0,0,0,0,10
1249120_44263136_95817458.wav,I can't walk well I have an ache in my foot,I can't walk well I have an ache in my foot,0.0,0.0,0.0,0,0,0,11
1249120_44273314_102521547.wav,The worst headache was during a hangover in my twenties: I sincerely thought I was going to die from brain inflammation.,The worst headache was during a hangover in my twenties. I sincerely thought I was going to die from brain inflammation.,0.0,0.0,0.0,0,0,0,21
1249120_44273314_103514863.wav,My body feels weak although I take my vitamins regularly.,My body feels weak although I take my vitamins regularly,0.0,0.0,0.0,0,0,0,10
1249120_44273314_104690533.wav,My body feels like it's in a refrigerator.,My body feels like it's in a refrigerator.,0.0,0.0,0.0,0,0,0,8
1249120_44273314_106435928.wav,"I've tried reading books, but nothing can cheer me up.",I've tried reading books but nothing can cheer me up.,0.0,0.0,0.0,0,0,0,10
1249120_44273314_106442057.wav,Sterilizer for the eye,Sterilizer for the eye.,0.0,0.0,0.0,0,0,0,4
1249120_44273314_107500628.wav,"i can't walk, my knee hurts me","I can't walk, my knee hurts me.",0.0,0.0,0.0,0,0,0,7
1249120_44273314_109807607.wav,I feel like I can hardly breathe unless I get what's in my lungs out,I feel like I can hardly breathe unless I get what's in my lungs out.,0.0,0.0,0.0,0,0,0,15
1249120_44273314_13390025.wav,I feel pain inside and I can not identify it,I feel pain inside and I cannot identify it.,0.2,0.2,0.28888888888888886,0,1,1,8
1249120_44273314_16049788.wav,My chest hurts when I go to take a breath,My chest hurts when I go to take a breath.,0.0,0.0,0.0,0,0,0,10
1249120_44273314_16303816.wav,i have a problem in my middle ear made by infection,I have a problem in my middle ear made by infection.,0.0,0.0,0.0,0,0,0,11
1249120_44273314_17246181.wav,My throught is so sore.,My throat is so sore.,0.2,0.2,0.3599999999999999,0,0,1,4
1249120_44273314_18787091.wav,I have a back pain since I turned 70 years old.,I have a back pain since I turned seventeen years old.,0.09090909090909091,0.09090909090909091,0.17355371900826455,0,0,1,10
1249120_44273314_21492329.wav,I have a pain in my muscle,I have a pain in my muscle.,0.0,0.0,0.0,0,0,0,7
1249120_44273314_21942140.wav,"When I drink a lot, I get a headache",When I drink a lot I get a headache.,0.0,0.0,0.0,0,0,0,9
1249120_44273314_24711015.wav,"My heart hurts while I'm sad, why?",My heart hurts while I'm sad. Why?,0.0,0.0,0.0,0,0,0,7
1249120_44273314_25005396.wav,Everything looks like beeing in a smoky area.,Everything looks like being in a smoky area,0.125,0.125,0.234375,0,0,1,7
1249120_44273314_26783687.wav,My knee catches and hurts when I first stand up after sitting.,My knee catches and hurts when I first stand up after sitting.,0.0,0.0,0.0,0,0,0,12
